Approved by,Barcode,Brand,Building,CAS,Container type,Date in,Expire,Group,Hazard Classification,Region specific hazard code(s),Hazard code(s),Hazard Label(s),Laboratory,Location,Location path,Lot Number,Product name,NFPA Label,Note (Item),Note (Product),Responsible person,Packaging group,PPE,Precautionary statement(s),Product number,Proposed location,Purity (%),Quantity,Net Quantity,Quantity unit,Current quantity (Net),Normalized quantity,Normalized current quantity,Normalized unit,Hazard Signal Word,Site,State,Storage temperature,Sublocation,Tags,Transport hazard class 1,Transport hazard class 2,Transport hazard class 3,UN number,German Water Hazard Class (WGK),Molecular weight,InChI,CID,Iupac Name,Lagerklasse (TRGS 510),Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration,Component - CAS,Component - name,Component - concentration
,3926,TCI,Materials Innovation Factory,952-92-1,,26/09/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,FC09 (White cupboard),FC09 (White cupboard),,"1-Benzyl-1,4-dihydronicotinamide",,,,Xue Wang (xwang),,,,B1156,,,5 g,5,g,,5,,g,,,,,,,,,,,,214.2680054,"InChI=1S/C13H14N2O/c14-13(16)12-7-4-8-15(10-12)9-11-5-2-1-3-6-11/h1-6,8,10H,7,9H2,(H2,14,16)",95276,,,,,,,,,,,,,,
,10718,Fluorochem,Materials Innovation Factory,95464-05-4,,19/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4);Acute toxicity, Dermal (Category 4);Acute toxicity, Inhalation (Category 4);Carcinogenicity (Category 2)",,H302;H312;H332;H351,GHS_07;GHS_08,Synthetic Laboratory,Box 1,Fridge 1 > Box 1,,"1,1'-Bis(Diphenylphosphino)ferrocene-palladium(II)dichloride dichloromethane complex",,,,Marc Little (malittle),,,P261;P280;P301 + P312;P302 + P352;P304 + P340;P501,048593,,,1 G,1,g,1 G,1,1,g,Warning,,Solid,,,,,,,0,,,,,,,,,,,,,,,,,,
,10726,Fluorochem,Materials Innovation Factory,95464-05-4,,19/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4);Acute toxicity, Dermal (Category 4);Acute toxicity, Inhalation (Category 4);Carcinogenicity (Category 2)",,H302;H312;H332;H351,GHS_07;GHS_08,Synthetic Laboratory,Box 1,Fridge 1 > Box 1,,"1,1'-Bis(Diphenylphosphino)ferrocene-palladium(II)dichloride dichloromethane complex",,,,Marc Little (malittle),,,P261;P280;P301 + P312;P302 + P352;P304 + P340;P501,048593,,,1 G,1,g,1 G,1,1,g,Warning,,Solid,,,,,,,0,,,,,,,,,,,,,,,,,,
,9293,TCI,Materials Innovation Factory,95464-05-4,,21/11/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC06 (White cupboard),FC06 (White cupboard),,"[1,1'-Bis(diphenylphosphino)ferrocene]palladium(II) Dichloride Dichloromethane Adduct",,,,Xue Wang (xwang),,,,B2064,,,1 g,1,g,1 g,1,1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9541,TCI,Materials Innovation Factory,95464-05-4,,20/02/2020,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,"[1,1'-Bis(diphenylphosphino)ferrocene]palladium(II) Dichloride Dichloromethane Adduct",,,,Jing Yang (jingy),,,,B2064,,,5G,5,g,5G,5,5,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10147,Fluorochem,Materials Innovation Factory,957230-70-5,,19/10/2021,,Cooper Group,"Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,Box 6,Cupboard 4 > Box 6,,"3,6-Dibromopyrazin-2-amine",,,,Yue Wu (ywu),,,P264;P302 + P352;P304 + P340;P332 + P313;P337 + P313;P351,212082,,,1 g,1,g,,1,,g,Warning,,Solid,,,,,,,,,252.8970032,"InChI=1S/C4H3Br2N3/c5-2-1-8-3(6)4(7)9-2/h1H,(H2,7,9)",51051665,,,,,,,,,,,,,,
,9080,Ossila,Materials Innovation Factory,958261-50-2,,11/10/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,"Poly[N-9'-heptadecanyl-2,7-carbazole-alt-5,5-(4',7'-di-2-thienyl-2',1',3'-benzothiadiazole)]",,,,Haofan Yang (hyang),,,,M1311-100mg,,,100 mg,100,mg,100 mg,0.1,0.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7906,Ossila,Materials Innovation Factory,958261-51-3,,30/10/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 10,Cupboard 2 > Box 10,,"9-(1-Octylnonyl)-2,7-bis(4,4,5,5-tetramethyl-1,3,2-dioxaborolan-2-yl)-9H-carbazole",,,,Thomas Fellowes (thomas.fellows),,,,zf052501,,,1g,1,g,,1,,g,,,,,,,,,,,,657.5980225,"InChI=1S/C41H65B2NO4/c1-11-13-15-17-19-21-23-33(24-22-20-18-16-14-12-2)44-36-29-31(42-45-38(3,4)39(5,6)46-42)25-27-34(36)35-28-26-32(30-37(35)44)43-47-40(7,8)41(9,10)48-43/h25-30,33H,11-24H2,1-10H3",51341870,,,,,,,,,,,,,,
,8959,TCI America,Materials Innovation Factory,959-88-6,,21/08/2019,,Cooper Group,Skin corrosion/irritation (Category 2),,H315,GHS_07,Synthetic Laboratory,Box 10,Cupboard 2 > Box 10,,"1,4-Bis(4-bromophenyl)-1,3-butadiyne",,,,Thomas Fellowes (thomas.fellows),,,,B4013,,,200mg,200,mg,,0.2,,g,Warning,,Solid,ROOM,,,,,,,,360.0480042,InChI=1S/C16H8Br2/c17-15-9-5-13(6-10-15)3-1-2-4-14-7-11-16(18)12-8-14/h5-12H,632304,,,,,,,,,,,,,,
,10920,Aldrich,Materials Innovation Factory,959-88-6,,19/10/2021,,Cooper Group,Skin corrosion/irritation (Category 2),,H315,GHS_07,Synthetic Laboratory,Box 11,Cupboard 7 > Box 11,,"Methyl 4-(4-bromophenyl)benzoate, 95%",,,,Donglin He (dhe),,,,722308,,95%,1G,1,g,1G,1,1,g,Warning,,Solid,,,,,,,,,360.0480042,InChI=1S/C16H8Br2/c17-15-9-5-13(6-10-15)3-1-2-4-14-7-11-16(18)12-8-14/h5-12H,632304,,,,,,,,,,,,,,
,3711,TCI,Materials Innovation Factory,959-88-6,,27/04/2018,,Cooper Group,Skin corrosion/irritation (Category 2),,H315,GHS_07,Synthetic Laboratory,FC15 (White cupboard),FC15 (White cupboard),,"1,4-Bis(4-bromophenyl)-1,3-butadiyne",,,,Seb Sprick (ssprick),,,,B4013,,,200mg,200,mg,,0.2,,g,Warning,,Solid,,,,,,,,,360.0480042,InChI=1S/C16H8Br2/c17-15-9-5-13(6-10-15)3-1-2-4-14-7-11-16(18)12-8-14/h5-12H,632304,,,,,,,,,,,,,,
,8513,TCI America,Materials Innovation Factory,959-88-6,,15/03/2019,,Cooper Group,Skin corrosion/irritation (Category 2),,H315,GHS_07,Synthetic Laboratory,FC15 (White cupboard),FC15 (White cupboard),,"1,4-Bis(4-bromophenyl)-1,3-butadiyne",,,,Rich Lyons (rjlyons),,,,B4013,,,200 mg,200,mg,,0.2,,g,Warning,,Solid,ROOM,,,,,,,,360.0480042,InChI=1S/C16H8Br2/c17-15-9-5-13(6-10-15)3-1-2-4-14-7-11-16(18)12-8-14/h5-12H,632304,,,,,,,,,,,,,,
,8514,Aldrich,Materials Innovation Factory,959-88-6,,15/03/2019,,Cooper Group,Skin corrosion/irritation (Category 2),,H315,GHS_07,Synthetic Laboratory,FC25 (White cupboard),FC25 (White cupboard),Methyl,"Methyl 4-(4-bromophenyl)benzoate, 95%",,,,Jing Yang (jingy),,,,722308,,95%,1 g,1,g,,1,,g,Warning,,Solid,,,,,,,,,360.0480042,InChI=1S/C16H8Br2/c17-15-9-5-13(6-10-15)3-1-2-4-14-7-11-16(18)12-8-14/h5-12H,632304,,,,,,,,,,,,,,
,8752,Aldrich,Materials Innovation Factory,959-88-6,,29/05/2019,,Cooper Group,Skin corrosion/irritation (Category 2),,H315,GHS_07,Synthetic Laboratory,Box 10,Cupboard 7 > Box 10,,"Methyl 4-(4-bromophenyl)benzoate, 95%",,,,Alex James (amjames),,,,722308,,95%,1 g,1,g,,1,,g,Warning,,Solid,,,,,,,,,360.0480042,InChI=1S/C16H8Br2/c17-15-9-5-13(6-10-15)3-1-2-4-14-7-11-16(18)12-8-14/h5-12H,632304,,,,,,,,,,,,,,
,8753,Aldrich,Materials Innovation Factory,959-88-6,,29/05/2019,,Cooper Group,Skin corrosion/irritation (Category 2),,H315,GHS_07,Synthetic Laboratory,FC22 (White cupboard),FC22 (White cupboard),,"Methyl 4-(4-bromophenyl)benzoate, 95%",,,,Qiang Zhu (qzhu),,,,722308,,95%,1g,1,g,,1,,g,Warning,,Solid,,,,,,,,,360.0480042,InChI=1S/C16H8Br2/c17-15-9-5-13(6-10-15)3-1-2-4-14-7-11-16(18)12-8-14/h5-12H,632304,,,,,,,,,,,,,,
,5478,Aldrich,Materials Innovation Factory,96-11-7,,12/10/2017,,Cooper Group,"Acute toxicity, Oral (Category 4);Acute toxicity, Dermal (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335);Carcinogenicity (Category 2)",,H302;H312;H315;H319;H332;H335;H351,GHS_07;GHS_08,Synthetic Laboratory,Box 6,Cupboard 10 > Box 6,,"1,2,3-Tribromopropane",,,,Alex James (amjames),,,,148474-100G,,,100 g,100,g,,100,,g,Warning,,,,,,,,,0,,280.7850037,"InChI=1S/C3H5Br3/c4-1-3(6)2-5/h3H,1-2H2",7279,,,,,,,,,,,,,,
,5282,Aldrich,Materials Innovation Factory,96-14-0,,12/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 10,Cupboard 7 > Box 10,,3-Methylpentane,,,,Marc Little (malittle),,,,M66005-10OML,,,100 ml,100,ml,,100,,ml,,,,ROOM,,,,,,1208,,86.1780014,"InChI=1S/C6H14/c1-4-6(3)5-2/h6H,4-5H2,1-3H3",7282,,,,,,,,,,,,,,
,5469,Aldrich,Materials Innovation Factory,96-18-4,,12/10/2017,,Cooper Group,"Acute toxicity, Oral (Category 3);Acute toxicity, Dermal (Category 3);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 3);Germ cell mutagenicity (Category 2);Carcinogenicity (Category 1A);Reproductive toxicity (Category 1A);Specific target organ toxicity - repeated exposure (Category 1);Specific target organ toxicity - repeated exposure (Category 2)",,H301;H311;H319;H331;H341;H350;H360;H372;H373,GHS_06;GHS_08,Synthetic Laboratory,Box 7,Cupboard 10 > Box 7,BCBH8722V,"1,2,3-Trichloropropane",Flammability: 2; Health: 2; Instability/reactivity: 1,,,Alex James (amjames),,,,110124-100G,,,100 g,100,g,,100,,g,Danger,,,ROOM,,,,,,2810,,147.4320068,"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2",7285,,,,,,,,,,,,,,
,6105,Sigma-Aldrich,Materials Innovation Factory,96-22-0,,19/10/2017,,Cooper Group,"Flammable liquids (Category 2);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335);Specific target organ toxicity - single exposure (Category 3, H336)",EUH066,H225;H319;H335;H336,GHS_02;GHS_07,Synthetic Laboratory,Box 10,Cupboard 8 > Box 10,,3-Pentanone,Flammability: 3; Health: 1; Instability/reactivity: 0,,,Alex James (amjames),,,,127604-100ML,,,100 ml,100,ml,,100,,ml,Danger,,,ROOM,,,,,,1156,,86.13400269,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3",7288,,,,,,,,,,,,,,
,6501,Aldrich,Materials Innovation Factory,96-24-2,,31/10/2017,,Cooper Group,"Acute toxicity, Oral (Category 1);Acute toxicity, Dermal (Category 4);Serious eye damage/eye irritation (Category 1);Acute toxicity, Inhalation (Category 3);Carcinogenicity (Category 2);Reproductive toxicity (Category 1A)",,H300;H312;H318;H331;H351;H360,GHS_05;GHS_06;GHS_08,Synthetic Laboratory,Box 1,Cupboard 3 > Box 1,,"(±)-3-Chloro-1,2-propanediol",,,,Rob Clowes (rob123),III,,,107271-25ML,,,25 ml,25,ml,,25,,ml,Danger,,,ROOM,,,,,,2689,,110.5400009,"InChI=1S/C3H7ClO2/c4-1-3(6)2-5/h3,5-6H,1-2H2",7290,,,,,,,,,,,,,,
,8322,Aldrich,Materials Innovation Factory,96-33-3,,11/02/2019,,Cooper Group,"Flammable liquids (Category 2);Acute toxicity, Oral (Category 4);Acute toxicity, Dermal (Category 4);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335);Hazardous to the aquatic environment, long-term (chronic), (Category 3)",,H225;H302;H312;H315;H317;H319;H331;H335;H412,GHS_02;GHS_06,Synthetic Laboratory,Fridge 3,Fridge 3,,Methyl acrylate,Flammability: 3; Health: 3; Instability/reactivity: 2,,,Sriram Vijayakrishnan (svijayakrishnan),II,,P210;P261;P273;P280;P305 + P351 + P338;P311,M27301,,,250ml,250,ml,,250,,ml,Danger,,Liquid,,,,3,,,1919,,86.08999634,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",7294,,,,,,,,,,,,,,
,9653,Sigma-Aldrich,Materials Innovation Factory,96-33-3,,07/09/2020,,Cooper Group,"Flammable liquids (Category 2);Acute toxicity, Oral (Category 4);Acute toxicity, Dermal (Category 4);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335);Hazardous to the aquatic environment, long-term (chronic), (Category 3)",,H225;H302;H312;H315;H317;H319;H331;H335;H412,GHS_02;GHS_06,Synthetic Laboratory,Box 2,Fridge 1 > Box 2,,Methyl acrylate,,,,Haofan Yang (hyang),II,,P210;P261;P273;P280;P305 + P351 + P338;P311,76778,,,1 mL,1,ml,1 mL,1,1,ml,Danger,,Liquid,,,,3,,,1919,,86.08999634,"InChI=1S/C4H6O2/c1-3-4(5)6-2/h3H,1H2,2H3",7294,,,,,,,,,,,,,,
,3539,Aldrich,Materials Innovation Factory,96-34-4,,17/11/2017,,Cooper Group,"Flammable liquids (Category 3);Acute toxicity, Oral (Category 3);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 1);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",,H226;H301;H315;H318;H331;H335,GHS_02;GHS_05;GHS_06,Synthetic Laboratory,Highly Toxic Chemicals,Highly Toxic Chemicals,,Methyl chloroacetate,Flammability: 0; Health: 2; Instability/reactivity: 1,,,Marc Little (malittle),I,,,108413-50og,,,500 g,500,g,,500,,g,Danger,,,ROOM,,,6.1,3,,2295,,108.5240021,"InChI=1S/C3H5ClO2/c1-6-3(5)2-4/h2H2,1H3",7295,,,,,,,,,,,,,,
,5294,Apollo Scientific,Materials Innovation Factory,96-35-5,,12/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 10,Cupboard 7 > Box 10,,Methyl glycolate,,,,Alex James (amjames),,,,OR21875,,,25 gm,25,gm,,25,,g,,,,,,,,,,0,,90.07800293,"InChI=1S/C3H6O3/c1-6-3(5)2-4/h4H,2H2,1H3",66774,,,,,,,,,,,,,,
,11198,Alfa Aesar,Materials Innovation Factory,96-47-9,,20/10/2021,,Cooper Group,"Flammable liquids (Category 2);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Eye irritation (Category 1)",EUH019,H225;H302;H315;H318,GHS_02;GHS_05;GHS_07,Synthetic Laboratory,FC19 Solvents,FC19 Solvents,,2-Methyltetrahydrofuran,,,,Megan O'Shaughnessy (moshaughnessy),II,,P210;P280;P305 + P351 + P338;P308 + P313,L07356,,,100ML,100,ml,100ML,100,100,ml,Danger,,Liquid,,,,3,,,2536,,86.13400269,"InChI=1S/C5H10O/c1-5-3-2-4-6-5/h5H,2-4H2,1H3",7301,2-methyloxolane,,,,,,,,,,,,,
,11220,TCI America,Materials Innovation Factory,96-48-0,,20/10/2021,,Cooper Group,"Acute toxicity, Oral (Category 4);Serious eye damage/eye irritation (Category 2A)",,H302;H319,GHS_07,Synthetic Laboratory,FC12 (White cupboard),FC12 (White cupboard),,γ-Butyrolactone,,,,Thomas Fellowes (thomas.fellows),,,,B0767,,,25ml,25,ml,25 ml,25,25,ml,Warning,,Liquid,,,,,,,,,86.08999634,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,7302,oxolan-2-one,,,,,,,,,,,,,
,6228,Alfa Aesar,Materials Innovation Factory,96-48-0,,23/10/2017,,Cooper Group,No data available,,,,Crystallisation Laboratory,Solvent cabinet,Solvent cabinet,10204865,"gamma-Butyrolactone, 99+%",Flammability: 2; Health: 1; Instability/reactivity: 0,,,Qiang Zhu (qzhu),,,,A16314,,,250 g,250,g,,250,,g,,,,,,,,,,0,,86.08999634,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,7302,,,,,,,,,,,,,,
,7290,Alfa Aesar,Materials Innovation Factory,96-48-0,,24/05/2018,,Cooper Group,No data available,,,,Synthetic Laboratory,FC22 (White cupboard),FC22 (White cupboard),10206355,γ-Butyrolactone,Flammability: 2; Health: 1; Instability/reactivity: 0,,,Qiang Zhu (qzhu),,,,A16314,,,250 g,250,g,,250,,g,,,,,,,,,,0,,86.08999634,InChI=1S/C4H6O2/c5-4-2-1-3-6-4/h1-3H2,7302,,,,,,,,,,,,,,
,4713,Aldrich,Materials Innovation Factory,96-49-1,,16/10/2017,,Cooper Group,"Specific target organ toxicity - repeated exposure (Category 2);Acute toxicity, Oral (Category 4);Serious eye damage/eye irritation (Category 2)",,H302;H319;H373,GHS_07;GHS_08,Synthetic Laboratory,Box 11,Cupboard 4 > Box 11,,Ethylene carbonate,,,,Thomas Fellowes (thomas.fellows),,,,E26258-100G,,,100 g,100,g,,100,,g,Warning,,,ROOM,,,,,,0,,88.06199646,InChI=1S/C3H4O3/c4-3-5-1-2-6-3/h1-2H2,7303,,,,,,,,,,,,,,
,6106,Aldrich,Materials Innovation Factory,96-49-1,,19/10/2017,,Cooper Group,"Specific target organ toxicity - repeated exposure (Category 2);Acute toxicity, Oral (Category 4);Serious eye damage/eye irritation (Category 2)",,H302;H319;H373,GHS_07;GHS_08,Synthetic Laboratory,Box 11,Cupboard 4 > Box 11,,Ethylene carbonate,,,,Thomas Fellowes (thomas.fellows),,,,E26258-100G,,,100 g,100,g,,100,,g,Warning,,,ROOM,,,,,,0,,88.06199646,InChI=1S/C3H4O3/c4-3-5-1-2-6-3/h1-2H2,7303,,,,,,,,,,,,,,
,8071,Fluorochem,Materials Innovation Factory,96-54-8,,26/11/2018,,Cooper Group,"Flammable liquids (Category 2);Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H225;H302;H315;H318;H335,GHS_02;GHS_07,Synthetic Laboratory,FC05 (White cupboard),FC05 (White cupboard),,N-Methylpyrrole,,,,John Ward (jward),II,,P260;P280;P303 + P361;P304 + P340;P305 + P351;P370 + P378,044896,,99,100 g,100,g,,100,,g,Danger,,Liquid,ROOM,,,3,6.1,,1992,,81.11799622,"InChI=1S/C5H7N/c1-6-4-2-3-5-6/h2-5H,1H3",7304,,,,,,,,,,,,,,
,8660,TCI America,Materials Innovation Factory,96107-95-8,,01/05/2019,,Cooper Group,No data available,,,,Synthetic Laboratory,FC07 (White cupboard),FC07 (White cupboard),,Calix[6]arene,,,,Xiaobo Li (xli),,,,H0713,,95.8%,1g,1,g,,1,,g,,,Solid,,,,,,,0,,636.7440186,"InChI=1S/C42H36O6/c43-37-25-7-1-8-26(37)20-28-10-3-12-30(39(28)45)22-32-14-5-16-34(41(32)47)24-36-18-6-17-35(42(36)48)23-33-15-4-13-31(40(33)46)21-29-11-2-9-27(19-25)38(29)44/h1-18,43-48H,19-24H2",2724885,,,,,,,,,,,,,,
,8610,Aldrich,Materials Innovation Factory,965-32-2,,15/04/2019,,Cooper Group,"Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H335,GHS_07,Synthetic Laboratory,Box 5,Cupboard 2 > Box 5,,Benzyldimethyldecylammonium chloride,,,,Thomas Fellowes (thomas.fellows),,,P261;P305 + P351 + P338,13371-10G,,,10 g,10,g,,10,,g,Warning,,Solid,,,,,,,0,,311.9410095,"InChI=1S/C19H34N.ClH/c1-4-5-6-7-8-9-10-14-17-20(2,3)18-19-15-12-11-13-16-19;/h11-13,15-16H,4-10,14,17-18H2,1-3H3;1H/q+1;/p-1",13762,,,,,,,,,,,,,,
,8385,Fluorochem,Materials Innovation Factory,96606-37-0,,19/02/2019,,Cooper Group,"Acute toxicity, Oral (Category 4);Acute toxicity, Dermal (Category 4);Skin corrosion/irritation (Category 2);Acute toxicity, Inhalation (Category 4);Specific target organ toxicity - single exposure (Category 3, H335)",,H302;H312;H315;H319;H332;H335,GHS_07,Synthetic Laboratory,Box 4,Cupboard 10 > Box 4,,"2,4,6-Trifluorobenzonitrile",,,,Ian Coates (ian.coates),III,,P260;P280;P301 + P312;P302 + P352;P304 + P340;P305 + P351,007487,,99,1 g,1,g,,1,,g,Warning,,Solid,ROOM,,,6.1,,,2811,,157.0939941,InChI=1S/C7H2F3N/c8-4-1-6(9)5(3-11)7(10)2-4/h1-2H,737177,,,,,,,,,,,,,,
,7926,TCI,Materials Innovation Factory,96761-85-2,,01/11/2018,,Cooper Group,"Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Respiratory sensitisation (Category 1);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H319;H334;H335,GHS_08,Synthetic Laboratory,FC04 (White cupboard),FC04 (White cupboard),,"1,3,5-Tris(3-bromophenyl)benzene",,,,Wei Zhao (wzhao),,,P261;P305 + P351 + P338;P342 + P311,T3073,,,1 g,1,g,,1,,g,Danger,,Liquid,,,,,,,0,,543.0960083,InChI=1S/C24H15Br3/c25-22-7-1-4-16(13-22)19-10-20(17-5-2-8-23(26)14-17)12-21(11-19)18-6-3-9-24(27)15-18/h1-15H,4576280,,,,,,,,,,,,,,
,6689,Aldrich,Materials Innovation Factory,97-51-8,,03/11/2017,,Cooper Group,"Acute toxicity, Oral (Category 4);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2)",,H302;H315;H319,GHS_07,Synthetic Laboratory,Box 5,Cupboard 7 > Box 5,,2-Hydroxy-5-nitrobenzaldehyde,,,,Alex James (amjames),,,P305 + P351 + P338,275352-25G,,,25 g,25,g,,25,,g,Warning,,Solid,ROOM,,,,,,0,,167.1199951,"InChI=1S/C7H5NO4/c9-4-5-3-6(8(11)12)1-2-7(5)10/h1-4,10H",66808,,,,,,,,,,,,,,
,9230,Fluorochem,Materials Innovation Factory,97-69-8,,11/11/2019,,Cooper Group,"Skin corrosion/irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H315;H335,GHS_07,Synthetic Laboratory,FC08 (White cupboard),FC08 (White cupboard),,H-Acetyl-Ala-OH,,,,Sriram Vijayakrishnan (svijayakrishnan),,,P264;P302 + P352;P304 + P340;P305 + P351;P332 + P313;P337 + P313,M03026,,,25 g,25,g,25 g,25,25,g,Warning,,Solid,,,,,,,,,131.1309967,"InChI=1S/C5H9NO3/c1-3(5(8)9)6-4(2)7/h3H,1-2H3,(H,6,7)(H,8,9)/t3-/m0/s1",88064,,,,,,,,,,,,,,
,3590,Aldrich,Materials Innovation Factory,97-72-3,,17/11/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Fridge 3,Fridge 3,,Isobutyric anhydride,Flammability: 0; Health: 3; Instability/reactivity: 1,,,Marc Little (malittle),I,,,245771-25ml,,,25 ml,25,ml,,25,,ml,,,,ROOM,,,8,6.1,,2922,,158.1970062,"InChI=1S/C8H14O3/c1-5(2)7(9)11-8(10)6(3)4/h5-6H,1-4H3",7346,,,,,,,,,,,,,,
,10557,Aldrich,Materials Innovation Factory,97-88-1,,19/10/2021,,Cooper Group,"Flammable liquids (Category 3);Skin corrosion/irritation (Category 2);Skin sensitisation (Category 1);Serious eye damage/eye irritation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335)",,H226;H315;H317;H319;H335,GHS_02;GHS_07,Synthetic Laboratory,Box 1,Fridge 1 > Box 1,BCCBSTS,Butyl methacrylate,,,,Marc Little (malittle),III,,P261;P280;P305 + P351 + P338,235865,,,100 ml,100,ml,,100,,ml,Warning,,Liquid,,,,3,,,2227,,142.2,"InChI=1S/C8H14O2/c1-4-5-6-10-8(9)7(2)3/h2,4-6H2,1,3H3",7354,butyl 2-methylprop-2-enoate,,,,,,,,,,,,,
,7441,Fluorochem,Materials Innovation Factory,97483-77-7,,27/06/2018,,Cooper Group,"Acute toxicity, Oral (Category 3);Acute toxicity, Dermal (Category 3);Skin corrosion/irritation (Category 2);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 3);Specific target organ toxicity - single exposure (Category 3, H335)",,H301;H311;H315;H319;H331;H335,GHS_06,Synthetic Laboratory,Box 9,Cupboard 2 > Box 9,,5-Bromo-2-pyridinecarbonitrile,,,,Xiaobo Li (xli),III,,P264;P302 + P352;P304 + P340;P305 + P351;P332 + P313;P337 + P313,045207,,,10g,10,g,10g,10,10,g,Danger,,Solid,,,,6.1,,,3439,,183.0079956,"InChI=1S/C6H3BrN2/c7-5-1-2-6(3-8)9-4-5/h1-2,4H",817154,,,,,,,,,,,,,,
,7627,Aldrich,Materials Innovation Factory,98-00-0,,24/07/2018,,Cooper Group,"Specific target organ toxicity - repeated exposure (Category 2);Acute toxicity, Oral (Category 3);Acute toxicity, Dermal (Category 3);Serious eye damage/eye irritation (Category 2);Acute toxicity, Inhalation (Category 2);Specific target organ toxicity - single exposure (Category 3, H335);Carcinogenicity (Category 2)",,H301;H311;H319;H330;H335;H351;H373,GHS_06;GHS_08,Synthetic Laboratory,Box 1,Cupboard 7 > Box 1,,Furfuryl alcohol,Flammability: 2; Health: 3; Instability/reactivity: 1,,,Alex James (amjames),III,,P260;P280;P301 + P330 + P331 + P310;P302 + P352 + P312;P304 + P340 + P310;P305 + P351 + P338,185930,,,50 g,50,g,50 g,50,50,g,Danger,,Liquid,,,,6.1,,,2874,,98.10099792,"InChI=1S/C5H6O2/c6-4-5-2-1-3-7-5/h1-3,6H,4H2",7361,,,,,,,,,,,,,,
,5214,Sigma-Aldrich,Materials Innovation Factory,98-01-1,,12/10/2017,,Cooper Group,No data available,,,,Synthetic Laboratory,Box 2,Cupboard 7 > Box 2,SHBF0159V,Furfural,Flammability: 2; Health: 3; Instability/reactivity: 1,,,Alex James (amjames),II,,,185914-500ML,,99%,500 ml,500,ml,,500,,ml,,,Liquid,ROOM,,,6.1,3,,1199,,96.08499908,InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H,7362,,,,,,,,,,,,,,
,6381,Aldrich,Materials Innovation Factory,98-06-6,,27/10/2017,,Cooper Group,Flammable liquids (Category 3);Serious eye damage/eye irritation (Category 2),,H226;H319,GHS_02;GHS_07,Synthetic Laboratory,Box 3,Cupboard 10 > Box 3,,tert-Butylbenzene,Flammability: 0; Health: 1; Instability/reactivity: 0,,,Marc Little (malittle),,,,B90602,,,250ML,250,ml,,250,,ml,Warning,,,ROOM,,,,,,2709,,134.2220001,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",7705,,,,,,,,,,,,,,
